label,text
0,มีอาการคัดจมูก น้ำมูกไหล จาม หรือทำให้เกิดโรคหืด มีอาการไอ แน่นหน้าอก เหนื่อย หายใจมีเสียงหวีด
0,จาม มีน้ำมูก คัดจมูก คันจมูก คันตา เคืองตา ตาแดง น้ำมูกไหลลงคอ เป็นหวัดบ่อย เป็นหวัดเรื้อรัง หูอื้อ ไอ หายใจหอบ ไอมากตอนกลางคืน ไอหลังออกกำลังกาย หายใจมีเสียงวี้ด นอนกรน มีเลือดกำเดาไหล
0,คัดจมูก น้ำมูกไหล จาม ไอ แน่นหน้าอก หายใจมีเสียงหวีด โรคหอบ หืด เคืองตาและตาแดง
0,มีอาการจาม  คันจมูก  น้ำมูกไหลออกมาทางจมูก หรือไหลลงคอ  คัดจมูก  คันเพดานปากหรือคอ
0,มีอาการ ไอ หอบเหนื่อย หายใจขัด แน่นหน้าอก หายใจมีเสียงวี้ด หายใจลำบากหรือหายใจเร็ว
0,มีอาการระดับเริ่มต้น คือ น้ำมูกไหล จาม คันจมูก คัดจมูก หรือที่คนทั่วไปมักเรียกว่า การแพ้อากาศ มีอาการรุนแรง เช่น ไอ แน่นหน้าอก มีอาการหอบ ซึ่งเป็นอาการของโรคหอบหืด
0,น้ำมูกไหลโดยน้ำมูกมีสีใส จาม คันในจมูก คัดจมูก เสียงขึ้นจมูก หากมีอาการมากอาจหายใจติดขัดทางจมูกจนต้องอ้าปากหายใจ มีเสมหะไหลลงคอ กระแอมบ่อยเพราะมีเสมหะติดคอ แต่จะไม่มีอาการไข้ร่วมด้วยบางครั้งอาจมีอาการคันตา มีอาการเรื้อรังเป็นๆ หายๆ มักเป็นในช่วงเช้าและกลางคืน
0,มีอาการแพ้ ไอ จาม คัดจมูก น้ำมูก น้ำตาไหล คันรอบดวงตา แน่นหน้าอก หายใจไม่ออก
0,มีอาการจาม คัดจมูก น้ำมูกไหล คันจมูก ชอบขยี้จมูกจนเกิดรอยบริเวณสันจมูก มีเสมหะในคอ เลือดกำเดาไหลบ่อย และอาจพบอาการคันตา แสบตา น้ำมูกไหล คันหู หูอื้อได้ ผู้ป่วยมักมีอาการดังกล่าวเวลาสัมผัสกับสารก่อภูมิแพ้ การเปลี่ยนแปลงอุณหภูมิ และความชื้นในอากาศ
1,อาการของไข้หวัดจะเริ่มขึ้นเมื่อผู้ป่วยได้รับเชื้อไวรัสที่เป็นสาเหตุของไข้หวัด เมื่อผู้ป่วยติดเชื้อไข้หวัด จะมีอาการดังต่อไปนี้ เจ็บคอ น้ำมูกไหล คัดจมูก หายใจได้ไม่สะดวกเนื่องจากจมูกบวม และมีน้ำมูกอุดตันภายในจมูก ไอ และจาม เสียงแหบ อ่อนเพลีย และรู้สึกไม่สบายตัว นอกจากนี้ ในบางกรณีผู้ป่วยอาจมีอาการอื่น ๆ ที่สืบเนื่องมากจากไข้หวัด เช่น ไข้สูง 37-39 องศาเซลเซียส ปวดศีรษะ หรื ปวดหู ปวดหู หากมีอาการปวดมาก ๆ อาจเป็นสัญญาณของการติดเชื้อที่หู ปวดกล้ามเนื้อ สูญเสียการรับรู้รสชาติและกลิ่น มีอาการระคายเคืองที่ดวงตา หรือมีตาแดง ขี้ตาแฉะร่วมด้วย รู้สึกถึงแรงดันภายในหู และบริเวณใบหน้า
1,อาการของโรคไข้หวัดเป็นสิ่งที่เรารู้และเข้าใจกันอยู่แล้ว ได้แก่ อาการน้ำมูกไหล ไอ จาม มีอาการคัดจมูก ปวดศีรษะ และมีอุณหภูมิสูงขึ้นประมาณ 37 ถึง 39 องศาเซลเซียส สำหรับอาการอื่นที่อาจพบร่วมด้วยเมื่อเป็นโรคนี้ ได้แก่ มีอาการปวดหู รู้สึกระคายเคืองที่ดวงตา ปวดเมื่อยตามร่างกาย เป็นต้น อาการที่เกิดขึ้นจะมีความรุนแรงมากที่สุดในช่วง 3 วันแรก หลังจากนั้นอาการจะค่อย ๆ ดีขึ้นจนหายเป็นปกติ โดยปกติแล้วโรคไข้หวัดจะมีระยะเวลาอยู่ที่ประมาณ 2 อาทิตย์จึงจะหาย ถึงแม้จะเป็นโรคที่ดูเหมือนไม่อันตราย แต่ยังมีอาการเหล่านี้ที่ถือว่าเป็นอันตรายและต้องรีบพบแพทย์ในทันที ได้แก่
1,ไข้ตัวร้อนเป็นพักๆ ครั่นเนื้อครั่นตัว อ่อนเพลีย ปวดศีรษะ เป็นหวัด คัดจมูก น้ำมูกใส จาม คอแห้ง หรือเจ็บคอเล็กน้อย ต่อมน้ำเหลืองบริเวณลำคอโตขึ้น ไอแห้งหรือไอมีเสมหะเล็กน้อยลักษณะสีขาว ถ้าไอมากอาจทำให้เจ็บบริเวณลิ้นปี่ สำหรับผู้ใหญ่อาจไม่มีไข้ มีเพียงอาการคัดจมูก น้ำมูกใส แต่สำหรับเด็กมักมีไข้สูงเฉียบพลัน นอกจากนี้อาจเกิดอาการท้องเดินหรือถ่ายเป็นมูก ถ้ามีอาการเกิน 4 วันอาจพบเชื้อแบคทีเรียแทรกซ้อนทำให้ถ่ายเป็นมูกข้นเหลืองหรือเขียว หรือไอมีเสมหะสีเหลืองหรือเขียว และอาจมีอาการอื่นตามมา
1,ผู้ป่วยจะมีอาการอ่อนเพลียอย่างเฉียบพลัน เบื่ออาหาร คลื่นไส้ ปวดศีรษะอย่างรุนแรง ปวดแขนขา ปวดข้อ ปวดรอบกระบอกตา ไข้สูง 39-40 องศา เจ็บคอคอแดง มีน้ำมูกไหล ไอแห้งๆ ตาแดง อาการไข้ คลื่นไส้อาเจียนจะหายใน 2 วัน แต่ อาการน้ำมูกไหลคัดจมูกอาจจะอยู่ได้ 1 สัปดาห์ สำหรับผู้ที่มีอาการรุนแรงมักจะเกิดในผู้สูงอายุหรือ มีโรคประจำตัว อาจจะพบว่ามีการอักเสบของเยื่อหุ้มหัวใจ ผู้ป่วยจะมีอาการเจ็บหน้าอก เหนื่อย หอบ อาจจะมีเยื่อหุ้มสมองอักเสบ ผู้ป่วยจะปวดศีรษะ ซึมลง หมดสติ ระบบหายใจอาจจะมีอาการ ของโรคปอดบวม จะหอบหายใจเหนื่อยจนถึงหายใจวาย โดยทั่วไปไข้หวัดใหญ่จะหายในไม่กี่วัน แต่ก็มีบางรายซึ่งอาจจะมีอาการปวดข้อและไอได้ถึง 2 สัปดาห์
1,โดยทั่วไปแล้วเมื่อเป็นหวัด มักใช้เวลา 2-3 วัน อาการของโรคหวัดมักจะปรากฏขึ้น การทราบถึงความแตกต่างระหว่างอาการหวัดและไข้หวัดใหญ่สามารถช่วยให้ตัดสินใจว่าจะรักษาอาการอย่างไรและต้องไปพบแพทย์หรือไม่ อาการทางจมูกรวมถึง: อึดอัด ปวดไซนัส มีอาการน้ำมูกไหล มีอาการคัดจมูก สูญเสียกลิ่นหรือรสชาติ จาม มีเหงื่ออกบริเวณหลังและคอ อาการที่ศีรษะได้แก่ : น้ำตาไหล อาการปวดหัว เจ็บคอ ไอ (cough) ต่อมน้ำเหลืองบวม อาการทางร่างกายรวมถึง:  ความเหนื่อยล้าทั่วไป หนาว ปวดเมื่อยตามร่างกาย ไข้ต่ำ หรืออาจจะเป็นไข้หลายวัน แน่นหน้าอกไม่สบาย หายใจลำบาก
1,ผู้ป่วยส่วนมากจะมีอาการจาม น้ำมูกไหล โพรงจมูกตีบหรือตัน เจ็บคอ ไอ เสียงแหบ และอาการตามร่างกายทั่วๆไป เช่น ปวดศีรษะ มีไข้ ครั่งเนื้อครั่นตัว เป้นต้น โดยทั่วไปอาการเหล่านี้จะเป็นประมาร 1 สัปดาห์ ถ้าเป็นไม่มากอาจมีอาการ 2-3 วัน ในขณะกลุ่มที่มีอาการรุนแรงอาจจะมีอาการนานถึงสองสัปดาห์ได้ อาการเหล่านี้บางครั้งก็คล้ายกับไข้หวัดใหญ่ แต่ไข้หวัดใหญ่มักรุนแรงกว่า เช่น ปวดเมื่อยและไออย่างรุนแรง
1,มีอาการไม่รุนแรง อาจมีไข้ (แต่ไข้สูงไม่เกิน 38 องศาเซลเซียส) อาจปวดศีรษะ (ไม่มาก) ปวดเมื่อยตัว แสบตา คัดจมูก จาม ไอ เสีย แหบ น้ำมูกไหล อาจมีอ่อนเพลีย (แต่ไม่มาก) บางครั้งอาจมีอาการเจ็บคอ ปวดท้อง อาเจียน หรือ ท้องเสียได้บ้าง อาการแตกต่างกันได้มากในแต่ละครั้งของการเป็นหวัด แต่โดยทั่วไปอาการไม่มาก ปกติมักหายได้เองภายใน 1 สัปดาห์ หากมีอาการป่วยนานกว่านั้น อาจจะมีภาวะแทรกซ้อนเกิดขึ้นได้ควรพาไปพบพบแพทย์โดยเร็ว
1,น้ำมูกไหล และคัดจมูก ซึ่งเป็นอาการที่พบได้ในโรคภูมิแพ้เช่นกัน จึงมักทำให้เกิดความสับสนในการแยกทั้งสองโรคนี้ออกจากกัน อย่างไรก็ตามไข้หวัดมีสิ่งหนึ่งที่ไม่เหมือนกับโรคภูมิแพ้ คือ ไข้หวัดเป็นโรคติดต่อ เนื่องจากไวรัสสามารถแพร่กระจายผ่านละอองน้ำในอากาศที่เกิดจากการไอ จาม หรือแม้กระทั่งการพูดคุยกัน
1,ไข้ต่ำ ๆ ร่วมกับอาการทางจมูกและทางเดินหายใจ ได้แก่ อาการคัดจมูก น้ำมูกไหล (ลักษณะน้ำมูกใสเป็นส่วนใหญ่) จาม เจ็บคอ คอแดง ทอนซิลอาจบวมแดงแต่ไม่พบจุดหนอง (จุดหนองมักพบในการติดเชื้อแบคทีเรีย) และไอ ส่วนอาการปวดหัวก็สามารถพบได้บ้าง และอาการโดยทั่วไปมักไม่รุนแรงและสามารถดีขึ้นและหายไปได้อย่างรวดเร็ว
1,ผู้ป่วยมีอาการเริ่มต้นจาก คัดจมูก น้ำมูกไหล ไอ จาม หรือเจ็บคอ อาจมีไข้ต่ำเป็นเวลา 1-2 วัน ปวดหัว ปวดเมื่อยตามร่างกายเล็กน้อย มีโอกาสเป็นได้ตลอดทั้งปี อาจเกิดโรคแทรกซ้อน เช่น ไซนัส หรือหูอักเสบ
1,ไข้ต่ำไปจนถึงมีไข้สูง มีอาการไอจามเล็กน้อย หรืออาจจะมีการหายใจไม่สะดวก คัดจมูก น้ำมูลไหลร่วมด้วย จะมีความรู้สึกอ่อนเพลีย ปวดตามตัว ก่อนไข้ขึ้นสูงแล้วค่อย ๆ หาย เมื่อผ่านไป 3-4 วันก็จะมีอาการดีขึ้นตามลำดับ
1,คัดจมูก น้ำมูกไหลลักษณะใส ไอมีเสมหะ เจ็บคอ อาจมีไข้ต่ำๆ ปวดศีระเล็กน้อย
1,มีอาการคัดจมูก น้ำมูกไหล ช่วงแรกจะใส ต่อมาจะข้น ระยะเวลาเป็นนาน 3-10 วัน มีไข้หรือไม่มีก็ได้ มีจามบ้างโดยไม่มีอาการคันจมูก ส่วนโรคแพ้อากาศจะมีอาการคันจมูก ร่วมกับน้ำมูกใส ๆ มีอาการคันตา น้ำตาไหล ไม่มีไข้ ซึ่งส่วนมากมักจะมีอาการมากกว่า 2 สัปดาห์ขึ้นไป
1,เจ็บคอ น้ำมูกไหล คัดจมูก หายใจได้ไม่สะดวกเนื่องจากจมูกบวม และมีน้ำมูกอุดตันภายในจมูก ไอและจาม เสียงแหบ อ่อนเพลีย และรู้สึกไม่สบายตัว
1,ไข้ตัวร้อน ครั่นเนื้อครั่นตัว อ่อนเพลีย ปวดศีรษะ คัดจมูก มีน้ำมูกใส จาม คอแห้ง เจ็บคอ อาจมีอาการไอ ซึ่งมีได้ทั้งไอแห้งหรือไอมีเสมหะ
1,มีไข้ แต่ไข้สูงไม่เกิน 38?เซลเซียส ปวดศีรษะเล็กน้อย คัดจมูก หายใจได้ไม่สะดวกเนื่องจากจมูกบวม และมีน้ำมูกอุดตันภายในจมูก เจ็บคอ ไอ และจาม เสียงแหบ อ่อนเพลีย และรู้สึกไม่สบายตัว ระคายเคืองตา หรือมีตาแดง ขี้ตาแฉะร่วมด้วย
2,ไข้สูงเฉียบพลัน หนาวสั่น ปวดศีรษะ ปวดเมื่อยกล้ามเนื้อ อ่อนเพลียมาก และอาจมีอาการคัดจมูก เจ็บคอ ถ้าป่วยอยู่นานอาจมีอาการไอเนื่องจากหลอดลมอักเสบ ผู้ป่วยส่วนใหญ่จะหายเป็นปกติได้ภายใน 1 ถึง 2 สัปดาห์ แต่รายที่มีโรคแทรกซ้อนเช่นโรคปอดอักเสบก็อาจมีอาการรุนแรงจนทำให้เสียชีวิต ได้
2,อาการจะเริ่มหลังได้รับเชื้อ 1-4 วัน ผู้ป่วยจะมีไข้แบบทันทีทันใด ( 38 องศาเซลเซียส ในผู้ใหญ่ ส่วนในเด็กมักจะสูงกว่านี้) ปวดศีรษะ หนาวสั่น ปวดเมื่อยกล้ามเนื้อ อ่อนเพลียมาก อาจพบอาการคัดจมูก เจ็บคอ ถ้าป่วยเป็นระยะเวลานาน อาจมีอาการไอจากหลอดลมอักเสบ อาการจะรุนแรงและป่วยนานกว่าไข้หวัดธรรมดา (Common Cold) ผู้ป่วยส่วนใหญ่จะหายเป็นปกติภายใน 1-2 สัปดาห์ บางรายที่มีอาการรุนแรง เนื่องจากมีภาวะแทรกซ้อนที่สำคัญ คือ ปอดบวม อาจทำให้เสียชีวิตได้ ผู้ที่มีความเสี่ยงสูงต่อการเกิดภาวะแทรกซ้อนหรือเสียชีวิต ได้แก่ ผู้ที่อายุ 65 ปีขึ้นไป เด็กอายุต่ำกว่า 2 ปี ผู้ป่วยโรคเรื้อรัง เช่น โรคปอด โรคหัวใจ โรคไต เบาหวาน ภูมิคุ้มกันบกพร่อง เด็กที่ได้รับการรักษาด้วยยาแอสไพริ เป็นเวลานาน หญิงตั้งครรภ์ระยะที่ 2 หรือ 3 ในฤดูกาลที่มีไข้หวัดใหญ่สูง
2,มีอาการไอ เป็นไข้ ปวดหัว ปวดเมื่อยและเจ็บคอเป็นหลัก โดยอาจมีอาการเจ็บคอ คัดจมูกและท้องเสียเป็นบางครั้ง ซึ่งเป็นผลจากการติดเชื้อไวรัสที่ไปมีผลระคายเคืองจมูกและคอ อย่างไรก็ตามผู้ป่วยไข้หวัดใหญ่อาจมีการติดเชื้อลงไปยังปอดได้ แต่เป็นอาการที่เกิดขึ้นไม่บ่อย ซึ่งก็มีทั้งอาการไม่รุนแรงไปจนถึงอาการหนัก แต่มีโอกาสน้อยมากที่การป่วยไข้หวัดใหญ่จะส่งผลถึงขั้นเสียชีวิต
2,มีไข้สูงลอย (37.8-39.0 องศาเซลเซียส) อาการปวดหัวและปวดเมื่อยตามตัว ร่วมกับอาการอ่อนเพลียอย่างมาก อีกทั้งยังพบอาการไอที่รุนแรงร่วมกับอาการเจ็บหน้าอกอีกด้วย
2,ผู้ป่วยอาจมีไข้สูงถึง 38-40 องศาเซลเซียส เป็นเวลานานกว่า 3-4 วันขึ้นไป มักไม่พบอาการเจ็บคอ ส่วนใหญ่จะมีอาการไอแห้ง ๆ ปวดหัว ร่างกายอ่อนเพลีย ปวดเมื่อยตามข้อและกล้ามเนื้อ อาจมีอาการหนาวสั่นสะท้านและเบื่ออาหาร โดยทั่วไปมักมีอาการรุนแรงและยาวนานกว่าไข้หวัดธรรมดา ระบาดหนักในช่วงหน้าหนาว ราวปลายตุลาคมถึงกุมภาพันธ์ ผู้ป่วยที่มีปัญหาเกี่ยวกับหัวใจหรือปอด อาจเสี่ยงต่อการทรุดหนักจนอันตรายถึงแก่ชีวิตจากภาวะแทรกซ้อน อย่างปอดบวมหรือหลอดลมอักเสบ
2,ผู้ป่วยจะมีอาการอ่อนเพลียอย่างเฉียบพลัน เบื่ออาหาร คลื่นไส้ ปวดศีรษะอย่างรุนแรง ผู้ป่วยไข้หวัดใหญ่จะปวดตามแขน ขา ปวดข้อ ปวดรอบตา ปวดเมื่อยตามตัว ไข้สูง 39-40 องศา เจ็บคอ และคอแดง มีน้ำมูกใสๆ ไหล ไอแห้งๆ ตามตัวจะร้อนแดง ตาแดง อาเจียน หรือท้องเดิน เป็นไข้ 2-4 วัน แล้วค่อยๆ ลดลง แต่อาการคัดจมูกและแสบคอยังคงอยู่ โดยทั่วไปจะหายใน 1 สัปดาห์
2,โดยทั่วไปของโรคไข้หวัดใหญ่ คือ มีไข้ ไอ น้ำมูก บางคนมีอาการเจ็บคอ ปวดเมื่อยตามตัว คลื่นไส้อาเจียน ท้องเสีย อาการส่วนใหญ่จะไม่รุนแรง เป็นอยู่ประมาณ 3-5 วัน ซึ่งบางครั้งจะคล้ายโรคไข้หวัดธรรมดา แต่ท้ายที่สุด อาการก็จะหายไปเองได้ มีเพียงส่วนน้อยเท่านั้น ที่จะมีอาการรุนแรง เช่น ไอมาก หอบเหนื่อย หายใจลำบาก ซึ่งอาจเกิดจากไวรัสไข้หวัดใหญ่ทำให้ เกิดการอักเสบของปอด ทำให้ปอดบวม การหายใจล้มเหลว ซึ่งอาการอาจจะ รุนแรงจนถึงเสียชีวิตได้ กลุ่มที่มีความเสี่ยงต่อโรคไข้หวัดใหญ่รุนแรงคือ กลุ่มเด็กเล็ก กลุ่มผู้สูงอายุ สตรีมีครรภ์ และผู้ป่วยที่มีโรคประจำตัว เช่น โรคเบาหวาน โรคหัวใจ โรคปอด โรคอ้วน และผู้ที่มีภูมิคุ้มกันในร่างกายต่ำ
2,โดยทั่วไปไข้หวัดใหญ่มักจะมีอาการที่รุนแรงมากกว่าไข้หวัดธรรมดา โดยสังเกตได้จากอาการที่มักเกิดขึ้นทันทีทันใด ต่างจากไข้หวัดธรรมดามักจะมีอาการค่อยเป็นค่อยไป และที่สำคัญคือ ไข้หวัดใหญ่มักมีไข้สูงติดกันหลายวัน โดยเฉพาะในเด็กจะมีไข้สูงลอยเกินกว่า 39 – 40 องศาเซลเซียสติดต่อกัน 3 – 4 วัน อาจมีอาการหนาวสั่นสะท้านร่วมด้วย ในขณะที่ไข้หวัดธรรมดาอาจมีไข้แต่ไม่สูงมากนัก นอกจากนั้นเด็กโตและผู้ใหญ่มักมีอาการปวดเมื่อยกล้ามเนื้อ อ่อนเพลียอย่างมาก และเบื่ออาหารเป็นอาการสำคัญ 
2,ผู้ป่วยจะเริ่มมีไข้สูงเฉียบพลัน (โดยทั่วไปประมาณ 38-39 องศาเซลเซียส) หนาวสั่น ปวดศีรษะ ปวดเมื่อยกล้ามเนื้อ อ่อนเพลียมาก ไอแห้ง ๆ คอแห้ง เจ็บคอ อาจมีอาการคัดจมูก น้ำมูกไหล จาม หรือมีเสมหะมาก และตาแดง ตาแฉะตามมา โดยทั่วไปผู้ป่วย เด็กมักมีไข้สูงกว่าผู้ใหญ่ อาจพบอาการคลื่นไส้ อาเจียนและอุจาระร่วงได้ ผู้ป่วยไข้หวัดใหญ่ส่วนมากมีอาการ รุนแรงและป่วยนานกว่าไข้หวัดธรรมดาโดยทั่วไป มักมีอาการดีขึ้นภายใน 5 วันหลังป่วย และหายเป็นปกติ ภายใน 7 – 10 วัน
2,อาการไข้หวัดใหญ่เบื้องต้น ผู้ป่วยจะมีอาการคล้ายกับไข้หวัดธรรมดา นั่นคือ มีน้ำมูก จาม และเจ็บคอ แต่ไม่มีไข้ เมื่อถึงวันที่ 3-4 ผู้ป่วยจะเริ่มมีอาการหนักขึ้น ส่งผลให้ร่างกายผู้ป่วยอ่อนแอลง อาการไข้หวัดใหญ่จะไม่ได้เป็นแล้วหายทันที แต่จะมีอาการยาวนานเป็นสัปดาห์ ซึ่งโดยปกติไข้หวัดใหญ่จะมีอาการอยู่ประมาณ 5-7 วัน แล้วก็หายเอง อาการไข้หวัดใหญ่จะมีลักษณะเด่นที่สำคัญ ดังนี้ มีไข้สูง ไอ (มักจะเป็นไอแห้งมากกว่าไอมีเสมหะ) เจ็บคอ น้ำมูกไหล ปวดเมื่อยกล้ามเนื้อ หรือรู้สึกครั่นเนื้อครั่นตัว ปวดศีรษะ อ่อนเพลีย สำหรับบางคนอาจรู้สึกคลื่นไส้ ท้องเสียร่วมด้วย
2,มีอาการไข้สูงเฉียบพลัน ปวดศีรษะ ปวดเมื่อยตามตัว อ่อนเพลีย มีน้ำมูกไหล เจ็บคอ ไอ(อาจไอนานถึง2สัปดาห์) อาจพบอาการอาเจียน เบื่ออาหารและถ่ายเหลวร่วมด้วย
2,อาการไข้สูง ตัวร้อน หนาว ปวดเมื่อยตามกล้ามเนื้อมาก โดยเฉพาะที่หลังต้นแขน ต้นขา ปวดศีรษะ อ่อนเพลีย เบื่ออาหาร คัดจมูก มีน้ำมูกใส ๆ ไอแห้ง ๆ จุกแน่นท้อง แต่บางรายอาจไม่มีอาการคัดจมูก หรือเป็นหวัดเลยก็ได้ มีข้อสังเกตว่า ไข้หวัดใหญ่มักจะพบอาการของหวัดค่อนข้างน้อย เช่น อาการคัดจมูก น้ำมูกไหล ไอ จาม ซึ่งแตกต่างกับไข้หวัดจะพบกับอาการเหล่านี้ได้ค่อนข้างบ่อย ไข้มักเป็นอยู่ 2-4 วัน แล้วค่อย ๆ ลดลง อาการไอและอ่อนเพลียอาจเป็นอยุ่ 1-4 สัปดาห์ แม้ว่าอาการอื่น ๆ จะหายลงแล้ว บางรายเมื่อหายจากไข้หวัดใหญ่แล้วอาจมีอาการเวียนศีรษะ เมารถ เมาเรือ เนื่องจากการอักเสบของอวัยวะการทรงตัวในหูชั้นใน ซึ่งมักจะหายเองใน 3-5 วัน
2,มีไข้สูงติดกันหลายวัน ปวดศีรษะ ปวดเมื่อยกล้ามเนื้อ ไอแห้งๆ เจ็บคอ บางครั้งมีน้ำมูก
2,ไข้สูง 38-40 องศาเซลเซียส เป็นเวลา 3-4 วัน ปวดศีรษะมาก ปวดตามตัว อ่อนเพลีย ไอ แน่นหน้าอก
2,มีไข้สูง 39-40 องศาเซลเซียส หนาวสั่น มีอาการอ่อนเพลียอย่างเฉียบพลัน ปวดศีรษะอย่างรุนแรง เบื่ออาหาร คลื่นไส้ ปวดเมื่อยตามตัวและกล้ามเนื้อ ในเด็กเล็กจะมีไข้สูงร่วมกับอาการอื่น เช่น คลื่นไส้อาเจียน ถ่ายเหลว และชักจากไข้สูง
